ad_id,title,price,lat,lon,Provinsi,Kota/kabupaten,Kecamatan,Luas_bangunan,Luas_tanah,Kamar_tidur,Kamar_Mandi,parameter-external_source_url,Tipe,Fasilitas,Lantai,description
944679563,Dijual Rumah Luas Strategis Dekat Stasiun Bebas Banjir Pasar Minggu,11900000000.0,-6.259,106.837,Jakarta D.K.I.,Jakarta Selatan,Pancoran,200,395,6,2,https://www.lamudi.co.id/properti/41032-73-dca202d775b8-b56a-19daa4d-a1e3-7204?i=APz6mbM,rumah,garasi,1,"DIJUAL Rumah Luas & Strategis – Dekat Stasiun & Bebas Banjir Pasar Minggu Harganya buat 11,9M (nego)  Deskripsi Singkat: Rumah dengan tanah luas dan akses kendaraan yang sangat mudah di area Jakarta Selatan. Memiliki sirkulasi udara yang baik dengan taman yang luas, sangat cocok untuk hunian keluarga besar. Spesifikasi Utama:  Luas Tanah: 395 m²  Luas Bangunan: 200 m²  Sertifikat: Legalitas aman, terdiri dari 2 buah sertifikat (SHM dan HGB)  Kamar Tidur: 5 + 1  Kamar Mandi: 4  Hadap: Selatan (lebih adem karena tidak terpapar matahari langsung dari barat/timur)  Kondisi Interior: Kosongan (siap renovasi/dekor sesuai selera)   Fasilitas & Keunggulan:  Daya Listrik: 2200 Watt  Sumber Air: Jet Pump (bersih dan jernih)  Area Parkir: Garasi tersedia dan Car Port luas muat 2 mobil  Area Hijau: Memiliki 3 Taman dan 2 Void untuk sirkulasi udara maksimal  Dimensi: Lebar Muka 15 Meter (terlihat gagah dan luas)  Lingkungan & Aksesibilitas: Bebas Banjir: Lingkungan aman dan nyaman  Akses Jalan: Jalan depan luas, bisa dilewati 2 mobil   Akses Transportasi Publik: Halte TransJakarta Halte Masjid Bunyamin 850 Meter (3 Menit)  Halte TransJakarta Rawajati 1,5 Km (6 Menit) Stasiun Duren Tiga 2,6 Km (9 Menit)  Stasiun Pasar Minggu 3,4 Km (12 Menit)  Stasiun LRT Pancoran Barat & Cikoko 4,5 Km (16 Menit)  Dekat ke SDN dan Sekolah Swasta Dekat dengan RS Siloam & RS Brawijaya Dekat ke Plaza Kalibata dan The Pejaten  Park   Lokasi Strategis Lainnya:  650 Meter ke Jl. Raya Pasar Minggu  950 Meter ke Jl. Raya Warung Buncit  8 Menit ke Kantor Imigrasi Jakarta Selatan"
932355171,Rumah Bagus Siap Huni di Puri Bintaro Townhouse Bintaro Sektor 9,1850000000.0,-6.268,106.764,Jakarta D.K.I.,Jakarta Selatan,Pesanggrahan,92,84,3,2,https://www.lamudi.co.id/properti/41032-73-13e416a3f34-997d-197f7d4-a89e-7b28?i=AKYvjY4,rumah,,,For Sale :sektor 9 Bintaro Jaya  spesifikasi : Luas Tanah 84 m2 Luas Bangunan 92 m2 Kamar Tidur 3+1 Kamar Mandi 2+1 bangunan 2 Lantai  Garasi/carport 1 mobil  SHM
944064422,0401.23c jual apartemen lelang jakarta selatan di Mampang Prapatan di apartemen nirvana,16747000000.0,-6.282,106.802,Jakarta D.K.I.,Jakarta Selatan,Cilandak,595,0,3,2,https://www.lamudi.co.id/properti/41032-73-f353b1405ce4-cef1-19d2d16-ab65-7207?i=c-mrPw,apartemen,,18,"*Lelang Jakarta*(c) 22026B.0401.23c Apartemen Nirvana, Mampang Prapatan Luas Bangunan 595 SHMSRS, Cara Bayar Harus Cash Harga Normal 19,635 M Harga Lelang 14,61 M (26% OFF)  *Hanya bisa Lihat dari Luar* *(Tidak bisa lihat dalam)* *Sudah Termasuk Pengosongan, Pajak dan Biaya-biaya* *Belum Termasuk Kenaikan Bidding dan Tunggakan*  Segera Hubungi: YongWe Property"
944067864,Rumah 2 Kavling di Jl Cipete IX Lokasi Bagus,24000000000.0,-6.272,106.803,Jakarta D.K.I.,Jakarta Selatan,Cilandak,420,670,6,5,https://www.lamudi.co.id/properti/41032-73-e5773562ade9-d672-3e5061e1-b75a-4b7e?i=AOe-5Jk,rumah,,,"Dijual Rumah 2 Kavling dengan Lokasi Bagus di Jl Cipete IX    Total Luas 2 Tanah & Bangunan  Luas Tanah 670 m2  Luas bangunan 420 m2  SHGB sd thn 2031.    Terdiri dari:  Rumah besar Jl.Cipete IX/23   luas tanah 520m  luas bangunan 350m    Rumah kecil Jl. Cipete IX/ 23 A  Luas tanah 150 m²  Luas bangunan 70 m².    - Kedua rumah besar & kecil total Rp. 670 m2 dalam 1 sertifikat SHGB sd thn 2031 dijual sekaligus, atau di jual hanya rumah besar saja    Spec Rumah Besar :  4 kamar tidur +  2 kamar tidur pembantu   3 kamar mandi + 1 kamar mandi pembantu    Ruang tamu  Ruang keluarga  Ruang makan  Pantry    Teras depan & taman depan  Teras belakang & taman belakang ( luas cukup u/ dijadikan kolam renang)    Service area  Dapur  Garasi : 1 Mobil.    Spec Rumah Kecil :  2 kamar Tidur  2 kamar mandi  Ruang Tamu  Dapur  Carport : 1 Mobil    Negotiable"
945181046,RUMAH DIJUAL MURAH DI PONDOK INDAH JAKARTA SELATAN DEKAT MALL PIM,9900000000.0,-6.265,106.784,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Lama,310,260,7,6,https://www.lamudi.co.id/properti/41032-73-db760c7cc63b-3a83-19e1055-8af0-7647?i=ALwlwL0,rumah,"ac, garden, garasi",3,Turun Harga Rumah Dijual Murah di Pondok Indah Jakarta Selatan  SPESIFIKASI:  Bangunan 3 Lantai Luas Tanah: 260 m² Luas Bangunan: 310 m² Kamar Tidur: 4 + 3 Kamar Mandi: 5 + 1  Carport : 3 Mobil Listrik : 10.000 WATT Hadap: Timur SHM ROW Jalan Lebar   OPEN PRICE: 11 Miliar -> 9.9 Miliar (NEGO)  SELLING POINT:  - ±3 menit ke Stasiun MRT Fatmawati - ±5 menit ke RSUP Fatmawati - ±5–10 menit ke sekolah internasional area Cilandak & Pondok Indah - ±5 menit ke akses Tol JORR - ±7 menit ke Pondok Indah Mall & TB Simatupang   Dapatkan Best Deal Dan Hadiah Menarik Dengan Menghubungi :  Rifki Abdat S.S PT. Arbie Propertindo Konsultan
945181014,RUMAH DIJUAL MURAH DI PONDOK INDAH JAKARTA SELATAN DEKAT MALL PIM,9900000000.0,-6.265,106.784,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Lama,310,260,7,6,https://www.lamudi.co.id/properti/41032-73-52d13164c10c-59f0-19e1059-ba95-7436?i=ZbQEzw,rumah,"ac, garden, garasi",3,Turun Harga Rumah Dijual Murah di Pondok Indah Jakarta Selatan  SPESIFIKASI:  Bangunan 3 Lantai Luas Tanah: 260 m² Luas Bangunan: 310 m² Kamar Tidur: 4 + 3 Kamar Mandi: 5 + 1  Carport : 3 Mobil Listrik : 10.000 WATT Hadap: Timur SHM ROW Jalan Lebar   OPEN PRICE: 11 Miliar -> 9.9 Miliar (NEGO)  SELLING POINT:  - ±3 menit ke Stasiun MRT Fatmawati - ±5 menit ke RSUP Fatmawati - ±5–10 menit ke sekolah internasional area Cilandak & Pondok Indah - ±5 menit ke akses Tol JORR - ±7 menit ke Pondok Indah Mall & TB Simatupang   Dapatkan Best Deal Dan Hadiah Menarik Dengan Menghubungi :  TIA PT. Arbie Propertindo Konsultan
941911766,Dijual Rumah Mewah Bangunan Baru Lokasi Premium Kebayoran Baru,80000000000.0,-6.245,106.799,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Baru,800,700,4,4,https://www.lamudi.co.id/properti/41032-73-537040de4797-1883-19b682a-84c3-75ed?i=AMpZyLY,rumah,,2,For Sale Rumah mewah bangunan Baru Dilokasi premium kebayoran baru. JLN Brawijaya Jakarta selatan Semy Furnished Luas tanah 700 m2 Luas bangunan 800 m2 Bangunan 2 lantai Kamar tidur 4 Kamar mandi 4 Kamar asisten 2 Kamar mandi asisten 1 Pos Scurity Taman depan belakang Ruang tamu ruang keluarga Dapur bersih & dapur kotor Garasi 2 mobil Carport 6 mobil Jalan lebar tenang & rindang.(Sh) Dekat ke SCBD   Harga 80 M Nego  Bayu.
938855200,Dijual rumah mewah kolam renang di griya loka bsd city shm murah sg,4700000000.0,-6.268,106.764,Jakarta D.K.I.,Jakarta Selatan,Pesanggrahan,250,250,5,5,https://www.lamudi.co.id/properti/41032-73-b3fb993231cd-c36f-1995695-92ac-7715?i=AKVCr8o,rumah,garasi,,"(SP 0053) Griya Loka - LT 250 m2, LB 250 m2, Lantai 2,  KT 5+2, KM 5+1, Ruang Lain Swimming Pool, Listrik 3500 watt, Garasi 1, Carport 2, Surat SHM, IDR : 4,7 M (Nego)"
944067208,"Rumah jual murah di Radio Dalam, Kebayoran Baru, Jakarta Selatan",1600000000.0,-6.274,106.768,Jakarta D.K.I.,Jakarta Selatan,Pesanggrahan,85,0,3,3,https://www.lamudi.co.id/properti/41032-73-18d6043e9990-5bac-19d2d8d-8287-7854?i=F3YkhA,rumah,garasi,2,"Rumah jual murah di Radio Dalam, Kebayoran Baru, Jakarta Selatan  Luas Tanah 150 Luas Bangunan 85  Kamar Tidur 3 Kamar Mandi 3  Garasi 1 2 lantai  SHM  Akses dari gate 1 mobil. Tapi, rumah ini adalah rumah kedua dari gate  1.6M   HANYA 700 meter ke MRT Blok A 700 meter-an ke Blok M Square  For more detail, contact me!"
945180790,"super deal pangpol 10,5 m ajjaaaa ...",10700000000.0,-6.249,106.799,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Baru,200,341,1,1,https://www.lamudi.co.id/properti/41032-73-d29c5ab290dd-46e-19e104f-893b-7e61?i=JG_Q_g,rumah,,2,"SUPER DEAL PANGPOL - 10,7M AJA!  Rumah di Panglima Polim kawasan elit, tenang, dan super strategis dengan harga yang ""nggak masuk akal"" untuk lokasinya.  Detail Properti: Luas Tanah: 341 m 2 Luas Bangunan: 200 m 2 (2 lantai) Lebar depan: ±20 meter (rare banget!)  Lingkungan: Super tenang & private Area elit & premium Cocok untuk hunian eksklusif / investasi jangka panjang Highlight penting: Bentuk tanah memang tidak kotak, mengecil ke belakang(lihat gambar), tapi ini justru peluang buat desain rumah yang unik & maksimalin space Harga: 10,7 M (SUPER MURAH untuk area ini!) Transaksi LELANG : CASH ONLY (ASET SUDAH KOSONG)"
939320150,Rumah dijual di salah satu lokasi terbaik di Kebayoran Baru,40000000000.0,-6.248,106.802,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Baru,350,580,3,3,https://www.lamudi.co.id/properti/41032-73-733932b0d16a-af5b-1999f08-b3df-764e?i=c3VqhA,rumah,,1,"Rumah gaya kolonial yang sudah direnovasi : plafond tinggi, kamar mandi baru.  Dengan masih tetap mempertahankan nuansa kolonialnya : lantai motif lawas.  Lokasi Kebayoran Baru yang tenang, asri, rapi, dengan jalan yang lebar."
942530125,Dijual Cepat Rumah 2 Lantai Lokasi Strategis di Jakarta Selatan,13000000000.0,-6.277,106.811,Jakarta D.K.I.,Jakarta Selatan,Cilandak,614,663,7,3,https://www.lamudi.co.id/properti/41032-73-af136cc261e0-dc5-19be537-9241-7252?i=E5sFNA,rumah,"ac, garden, swimmingpool",2,"*Di JUAL RUMAH* *Di Kemang komplex ARCO,* *Jakarta Selatan* Lt. 663 m² Lb. 614² P : 44 m² L :  15 m² Listrik : 6.600watt pasca bayar Sertifikat : SHM Furnished *2 lantai :*  *Lantai 1* *K. Tidur 2 *Toilet  1 *Ruang keluarga  *Ruang makan  *Foyer  *K. Tidur art  3 *Toilet  art  1 *Dapur dalam  *Dapur luar *Garasi 2 mobil *Car port 4 mobil *Gudang *Tempat jemur  *Lantai 2 :* *Foyer  *K Tidur  2 *Toilet 1 *K. Utama + toilet  *R. Serbaguna +      balkon *R. Keluarga   *Fasilitas* *Kolam renang +     Kamar bilas *Kolam ikan *Kusen : jati *Lantai : marmer Itali *Dinding : bata terracotta *Pemanas : Solargart  Harga  *Rp.13 M* (Nego)"
939756884,Dijual Apartment Pearl Garden 3br uk 186m2 Gatot subroto Jakpus,5850000000.0,-6.225,106.816,Jakarta D.K.I.,Jakarta Selatan,Setia Budi,186,0,3,3,https://www.lamudi.co.id/properti/41032-73-46ad5864d332-ab2d-199e137-83ba-7760?i=AP0eXJE,apartemen,,,"#ERGT Dijual Apartment Pearl Garden 3br uk 186m2 Gatot subroto Jakpus  For Sale : Apartment Pearl Garden gatot subroto Size : 186sqm 3Bedrooms 3bathrooms 1maidroom 1maidbathroom Harga : Rp 5,85M Nego"
944061706,FOR SALE Apartment The Pakubuwono View 2BR,4600000000.0,-6.239,106.773,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Lama,153,0,2,2,https://www.lamudi.co.id/properti/41032-73-64f42aec356a-ee0e-19d2b32-abf7-7374?i=AJ7cFSo,apartemen,"ac, swimmingpool, garden, garasi",,"FOR SALE Apartment The Pakubuwono View 2BR  Location : Jl. Sultan Iskandar Muda Jl. Nasional No.12, RT.10/RW.1, Kby. Lama Utara, Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240  Size: 153sqm Bedroom 2 Bathroom 2 Maid room Maid bathroom Fully furnished Kitchen private Lift Selling Price: Rp. 4,600,000,000 (4,6M)  Facility:  Kolam renang (indoor dan outdoor), gym, lapangan olahraga (tenis, squash), sauna, spa, taman bermain anak, jogging track, serta fasilitas dalam ruangan seperti restoran, perpustakaan, pusat bisnis, dan ruang serba guna. Apartemen ini juga menyediakan keamanan 24 jam, CCTV, private lift di setiap unit, koneksi internet cepat, dan TV kabel untuk menunjang kenyamanan penghuni."
910087856,Apartemen Dijual My Home Ciputra 3br uk 170m2 Furnished Elegant Jaksel,6850000000.0,-6.223,106.823,Jakarta D.K.I.,Jakarta Selatan,Setia Budi,170,0,3,3,https://www.lamudi.co.id/properti/41032-73-f2cea9983459-a9a1-197f5e2-8ae1-7c7d?i=SI5rAw,apartemen,swimmingpool,1,"BC0003  Apartemen Dijual My Home Ciputra 3br uk 170m2 Furnished Elegant at Jakarta Selatan     Dijual Apartemen myhome ciputra  Jl. Prof. Dr. Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan.  Uk 170m2  3BR  furnished     Harga : 6.85M nego  For more info and viewing this property do not hesitate to contact through WA"
930951786,Dijual Apartment My Home Ciputra World 1 uk139 sqm 2bedrooms at Jaksel,6000000000.0,-6.225,106.825,Jakarta D.K.I.,Jakarta Selatan,Setia Budi,139,0,2,2,https://www.lamudi.co.id/properti/41032-73-20928171706e-2ded-197f783-9dca-72d7?i=AqVPPg,apartemen,,0,"Dijual Apartment My Home Ciputra World 1 uk139 sqm 2bedrooms at Satrio , Jakarta Selatan     Kuningan, Jakarta Selatan, tepatnya di Jalan Prof. Dr. Satrio.      uk : 139 sqm  Furnished  interior mewah  2Bedrooms   2bathrooms  1maidroom  1maidbathroom  Highzone     Harga jual : 6Milyar Nego   For more info and viewing this property do not hesitate to contact linz."
945035427,Dijual Apartment Poin Square 3BR Lantai 15 di Jakarta Selatan,2800000000.0,-6.289,106.778,Jakarta D.K.I.,Jakarta Selatan,Cilandak,113,0,4,3,https://www.lamudi.co.id/properti/41032-73-a6010c4be357-1683-19df2a8-a12a-7385?i=FGglgQ,apartemen,"ac, swimmingpool, garden, garasi",,"Dijual Apartment Poin Square 3BR Lantai 15 di Jakarta Selatan Lokasi : Jl Lebak Bulus Raya No.1  Spesifikasi:  Luas Bangunan    : 113 m2 Kamar Tidur      :   3 Kamar Tidur ART  :   1 Kamar Mandi      :   3 Balcony          :   2 Listrik          : 4400 W Sumber Air       : PAM  Sertifikat       : Ada  Furnished  Facility:  Akses Skybridge ke MRT Stasiun CCTV 24 Jam Komersial Area Kartu Akses Pribadi Kolam Renang Fitness Center Garden Mall Taman bermain anak Laundry  Selling Point: Dekat dengan stasiun MRT Lebak Bulus  Dekat Gate Tol JORR Pondok Indah, Pondok Pinang  Dekat Mall Pondok Indah, Lebak Bulus, CITOS, BLOK M,dll Dekat dengan RS Fatmawati, RS Pondok Indah   Harga : Rp. 2.8 M,- (nego)   P3#106083 #SWGX  Hubungi Ferry AOGX"
942225463,"Rumah Itung Tanah, 525m2, Ngantong Hoki, hadap Utara dan Selatan di Pondok Pinang Raya, Kebayoran Lama. Jakarta Selatan",25000000000.0,-6.261,106.775,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Lama,525,525,8,5,https://www.lamudi.co.id/properti/41032-73-7785816e574b-e9fc-19babd0-b9f9-7053?i=TcUAdg,rumah,"ac, garasi",2,"di jual rumah di hitung tanah  Cocok untuk Kantor dan Rumah Exclusive  Lokasi Jl. Ciputat Raya,  Pd. Pinang, Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310  Luas Tanah 525  Harga masih bisa nego banget dah, penting serius,  baik untuk kedua belah pihak, pembeli dan penjual  semoga berkah  Keunggulan Lokasi :  Tanah Ngantong dapat dua muka, hadap jalan raya pondok pinang  dan jalan H godean sangat strategis Dekat Akses Toll  Dekat Mall Pondok Indah   Silahakn untuk survey confirmasi 1 hari sebelumnya  Jk"
944680919,Dijual Cepat Rumah Posisi Strategis Kawasan Jatipadang Pasar Minggu Jakarta Selatan Bisa Nego,4500000000.0,-6.29,106.828,Jakarta D.K.I.,Jakarta Selatan,Pasar Minggu,200,157,5,3,https://www.lamudi.co.id/properti/41032-73-3f42199c83dc-faca-19daa8d-ab53-7301?i=AOdnkCo,rumah,"garasi, garden",3,"Jual Rumah  Lok.: Jatipadang, Kec. Pasar Minggu, Jakarta Selatan,  Dalam komplek / dekat portal / pinggir jalan / strategis LT 157 M2 LB 200 M2 2 Lt /1 Loteng KT 5, KM 3 Listrik [4400 watt] Air tanah sumur pompa Garasi; Carport;  SHM 1997, Renov 2004 Harga 4.5M (nego) #Lenny6"
942899032,Dijual Rumah luas 2 lantai dekat akses tol pondok indah jakarta selatan,10200000000.0,-6.265,106.782,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Lama,400,0,7,5,https://www.lamudi.co.id/properti/41032-73-40fe8a1938e4-8159-19be9cf-bc4f-7aaf?i=EDIs9A,rumah,"ac, garasi, garden",2,"Dijual Rumah luas 2 lantai dekat akses tol pondok indah jakarta selatan  Sertifikat : SHM Rumah Siap Huni ac brand new 8 unit. listrik 7700. shm. lokasi dekat akses toll fatmawati. dekat sekolah baktimulya pondok indah. 5 menit ke pim 2 dan 3   Vera Hederata - Asia One Cibubur Untuk Informasi selanjutnya, silahkan klik tombol Whatsapp"
940714915,"Dijual Apartemen FX Residence Sudirman 3BR 218m2, furnished",5000000000.0,-6.224,106.801,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Baru,218,0,3,2,https://www.lamudi.co.id/properti/41032-73-9c3d428e5c1b-5d3a-19a8339-936c-7229?i=ALALsKA,apartemen,,,"For Sale Apartemen FX Residence Sudirman 3BR 218m2 2Bath SCBD View Sudirman View  Sale : 5M nego Kondisi tersewa  Info lebih lanjut dan Survey lokasi hub: Denny Hyung  Spesialis PIK1, Golf Island, Gold Coast, PIK2 ## Terima titip Jual Beli Sewa Properti ## Melayani Jasa Pengurusan KPR Bank KD 2410"
940715014,Jual Somerset Permata Berlian 395sqm Fully Furnished Baru,12880000000.0,-6.223,106.781,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Lama,395,0,3,4,https://www.lamudi.co.id/properti/41032-73-32f5fef74c57-57fd-19a8364-9e90-77f6?i=EinEWQ,apartemen,"ac, swimmingpool, garden, garasi",,"Jual Somerset Permata Berlian 395sqm Fully Furnished Baru    Somerset Permata Berlian    Tower : 01  Size : 395 m²  Bedroom : 3  Bathroom : 4  Service Quarter+Bathroom    Condition : Fully Furnished    Somerset Permata Berlian 395sqm Fully Furnished Baru  3BR IDR 12,88Miliar NEGO    We also have a lot of best options.  Please contact us for more details:   MARTIN"
941914461,Rumah radio dalam strategis hitung tanah,30000000.0,-6.256,106.79,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Baru,300,556,6,3,https://www.lamudi.co.id/properti/41032-73-643b94f0eff-ef29-19b687b-91c0-7e7a?i=bf8ZCw,rumah,garasi,2,Rumah radio dalam hitung tanah Lokasi strategis Bebas banjir posisi tinggi di atas jalan Jalan muka 2 mobil  More Info Call/ Wa Lita
939174380,Dijual dibawah Pasaran Apartment Senopati Suites 3BR uk 297m2 Best View at SCBD Jaksel,9800000000.0,-6.229,106.805,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Baru,297,0,2,2,https://www.lamudi.co.id/properti/41032-73-570c48adf344-10003-19988c0-abd1-7716?i=QjonAA,apartemen,,,"Dijual dibawah Pasaran Apartment Senopati Suites 3BR uk 297m2 Best View at SCBD Jaksel   For Sale: Jual di bawah pasaran! Apartment senopati suites scbd Size : 297sqm 3Bedrooms 3Bathrooms 1maidroom  1maidbathroom Balcony L shape Harga : Rp 9,8M"
945180335,Rumah kpr murah siap huni di sawangan depok,395000000.0,-6.289,106.839,Jakarta D.K.I.,Jakarta Selatan,Pasar Minggu,40,60,2,1,https://www.lamudi.co.id/properti/41032-73-63544fb9fd30-f084-19e1039-b6b8-7dac?i=AP_-0ZE,rumah,,,"Rumah kpr sangat berkualitas di sawangan depok  Cukup boking 5jt saja sudah bisa punya rumah  Harga 395jt Cicilan 2 jutaan Sudah tidak ada lagi selain di sini rumah di sawangan dengan harga segini  Alamat: kp perigi sawangan Depok (Wa aja nanti di kirim shareloc   Jika membeli Rumah di lokasi kami, Anda susah tidak kena biaya kpr, asuransi jiwa, kebakaran, notaris yang nilainya bisa di atas 20-25jt'n Dan free biaya notaris, balik nama SHM, bphtb/pajak pembeli dll yg nilai'a juga di atas 30jt'n  Bonus -canopy -mesin air jet Pum -toren  Spesifikasi Semua (SNI)  Free -Biaya kpr -biaya asuransi jiwa dan kebakaran -biaya bphtb (pajak pembeli) -provisi bank -biaya notaris Dll  Yuk buruan di survei sebelum kehabisan"
945180321,TURUN HARGA LAGI!! TERMURAHH!! FOR SALE BRAND NEW HOUSE PONDOK INDAH  FURNISHED,5900000000.0,-6.265,106.784,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Lama,122,122,4,3,https://www.lamudi.co.id/properti/41032-73-1c1d39e679b3-f776-19e1036-b70d-7536?i=CivVBg,rumah,garasi,2,"TURUN HARGA LAGI!! TERMURAHH!! FOR SALE BRAND NEW HOUSE PONDOK INDAH  FURNISHED  Dekat ke Pondok Indah Mall Row jalan 2 mobil Luas Tanah 122 m2 Luas Bangunan 200 m2 Bangunan 2,5 lantai & Rooftop Kamar Tidur 4+1 Kamar Mandi 3+1 Kitchen Set Listrik 7700 watt Carport 2 mobil  Harga Rp 6.5 M Menjadi 6.25 M SEKARANG 5.9 M Nego!   #D,F-H"
939248931,DIJUAL CEPAT RUMAH MEWAH & TERAWAT  SIAP HUNI DI PEDURENAN-KEMANG,26500000000.0,-6.284,106.8,Jakarta D.K.I.,Jakarta Selatan,Cilandak,430,715,4,3,,rumah,"ac, swimmingpool, carport, garasi, waterheater, refrigerator, stove, oven",1,"Dijual Rumah Mewah Terawat dengan Kolam Renang, Siap Huni – Kawasan Pedurenan -Kemang Luas •	Luas Tanah: 715 m² •	Luas Bangunan: 430 m² •	Sertifikat: SHM ️ Kamar & Kamar Mandi •	4 kamar tidur (3 kamar dengan kamar mandi dalam) •	2 kamar mandi single shower •	1 kamar mandi double shower (master bathroom)  Fasilitas Air & Listrik •	Daya listrik: 23.000  VA  •	Sumur dalam + sistem softener treatment (Carbon–Mg–NaCl / 3M) – 1 unit •	Pompa air Grundfos – 3 unit •	Water heater Stiebel Eltron – 3 unit ️ Fasilitas Penunjang •	AC ceiling cassette Daikin – 7 unit •	Mesin cuci Electrolux – 1 unit •	Tumble dryer Electrolux – 1 unit •	Oven listrik Electrolux – 1 unit •	Kompor gas Electrolux – 1 unit •	CCTV – 3 unit •	Kolam renang pribadi – 1 unit  ‍ Fasilitas Karyawan / Sopir / ART •	2 kamar tidur karyawan/sopir/ART •	1 kamar mandi khusus karyawan •	Dapur khusus karyawan/ART/sopir •	Area servis terpisah •	Area tunggu/istirahat untuk sopir/karyawan   Keunggulan Lainnya •	Lokasi strategis di kawasan Kemang, dekat pusat kuliner, sekolah internasional, dan akses ke jalan utama •	Posisi rumah hook •	Bebas banjir •	Garasi + carport  •	Desain modern & eksklusif dengan material premium •	Lingkungan aman & nyaman, cocok untuk hunian keluarga maupun investasi •	Kondisi rumah sangat terawat dengan perawatan berkala, nyaman, dan semua fungsi berjalan dengan baik  Harga Jual: Rp 26.500.000.000  Harga termasuk furnitur."
945180233,Rumah cash 3 lantai berkualitas di Bojong gede,485000000.0,-6.289,106.839,Jakarta D.K.I.,Jakarta Selatan,Pasar Minggu,75,52,3,4,https://www.lamudi.co.id/properti/41032-73-fbdf1d7ee3e0-3bb1-19e1038-bc55-7969?i=ALzVr8w,rumah,,3,"Rumah 3 lantai harga 1 lantai di kp nanggela Bojong gede  Dengan Desain rumah sangat modern, cocok untuk yang masih single ataupun berkeluarga  Untuk gambar lengkapnya saya kirim video di Wa  Only cash ya, tidak bisa KPR/Kredit  Type 75/52 Bangunan =75 meter Tanah =52 meter  Bahan bangunan yang di gunakan semua berkualitas dan Sni  Surat² Sertifikat hak milik (SHM)  Info lebih lanjut bisa TLP/Wa"
934563771,Dijual Rumah dalam Cluster Area Pondok Aren Bintaro Tangerang Selatan,925000000.0,-6.268,106.764,Jakarta D.K.I.,Jakarta Selatan,Pesanggrahan,45,90,2,1,https://www.lamudi.co.id/properti/41032-73-260abdde84b4-cc12-197f710-af6c-7e65?i=CYVzHQ,rumah,"garasi, garden",,"Dijual Rumah dalam Cluster Area Pondok Aren Bintaro Tangerang Selatan        Luas Tanah 90 m2  Luas Bangunan 45m2  Kamar Tidur 2  Kamar Mandi 1  SHM     Tambahan Info:  Bangunan utama masih original  halaman belakang sudah di tutup fullRuang jemur , mesin cuci, toren ,mesin air dan filter ada di lantai atas , ada akses tangga  Kanopi   Kitchen set ,maja makan , ranjang km tidur utama + lemari , ranjang tingkat anak + lemari + AC 3 unit.        Harga 925 Juta"
