url,ads_id,title,price,type,land_area,building_area,bedrooms,bathrooms,maid_bedrooms,maid_bathrooms,ruang_tamu,ruang_makan,additional_rooms,floors,certificate,address,address_road,address_city,address_district,address_subdistrict,garage_capacity,carport_capacity,facilities,description,posting_date,posting_date_month,posting_date_year,poster,electricity_capacity,house_orientation,image_url,combined_text,similarity_score,SCHOOL,UNIVERSITY,HOSPITAL,MALL,MARKET,TRANSPORT,WORSHIP
https://www.olx.co.id/item/apt-casa-grande-residences-twr-montanasekomplek-mal-kokasjaksel-iid-923532621,923532621,"Apt Casa Grande Residences Twr Montana,sekomplek Mal Kokas,JakSel",3000000000.0,Apartemen,0.0,117.0,3,3,0.0,0.0,0.0,0.0,0,1.0,,,Tebet,Jakarta Selatan,Tebet,Tebet,0,0,,"['murah', 'dijual apartemen casa grande residences satu komplek dgn mal kokas.', 'apartment name: casa grande residences', 'location: jl. casablanca raya, mall kota kasablanka, jakarta 12870', 'tower/floor/view: montana lantai sedang', 'size: 117 m2', 'bedroom: 3', 'bathroom: 3', 'condition: fully furnished', 'facing: north west', 'facility:', 'lobby yang mewah,', 'swimming pool ( kids, jacuzzi, whirlpool)', 'jogging track', 'tennis basketball court', 'fitness center', 'play ground', 'security 24 jam', 'akses card', 'connect dengan mall kokas', 'jogging track, tennis basketball court, and fitness center', 'additional info:', 'ada banyak akses transportasi umum', 'dekat rumah sakit, perkantoran, sekolah, kedutaan.', 'dikelilingi kedutaan besar: australia,inggris,uni emirat arab,belanda,swiss,dll.', 'pasaran sewa sangat tinggi', 'sudah ajb', 'selling price: 3 m nego']",7 September 2024,9,2024,"FANITA THUNG,ST (PROPNEX KMG)",,,"['https://apollo.olx.co.id/v1/files/66dbb22a21b0b-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22a2337d-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22bb36b4-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22b2f560-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22bded8a-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22cb3ec3-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22caaf91-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22c23999-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22de9b25-ID/image']","['murah', 'dijual apartemen casa grande residences satu komplek dgn mal kokas.', 'apartment name: casa grande residences', 'location: jl. casablanca raya, mall kota kasablanka, jakarta 12870', 'tower/floor/view: montana lantai sedang', 'size: 117 m2', 'bedroom: 3', 'bathroom: 3', 'condition: fully furnished', 'facing: north west', 'facility:', 'lobby yang mewah,', 'swimming pool ( kids, jacuzzi, whirlpool)', 'jogging track', 'tennis basketball court', 'fitness center', 'play ground', 'security 24 jam', 'akses card', 'connect dengan mall kokas', 'jogging track, tennis basketball court, and fitness center', 'additional info:', 'ada banyak akses transportasi umum', 'dekat rumah sakit, perkantoran, sekolah, kedutaan.', 'dikelilingi kedutaan besar: australia,inggris,uni emirat arab,belanda,swiss,dll.', 'pasaran sewa sangat tinggi', 'sudah ajb', 'selling price: 3 m nego'] ",TARGET_OLD,,,,,,,
https://www.olx.co.id/item/apt-casa-grande-residences-twr-montanasekomplek-mal-kokasjaksel-iid-923532621,923532621,"Apt Casa Grande Residences Twr Montana,sekomplek Mal Kokas,JakSel",3000000000.0,Apartemen,0.0,117.0,3,3,0.0,0.0,0.0,0.0,0,1.0,,,Tebet,Jakarta Selatan,Tebet,Tebet,0,0,,"['murah', 'dijual apartemen casa grande residences satu komplek dgn mal kokas.', 'apartment name: casa grande residences', 'location: jl. casablanca raya, mall kota kasablanka, jakarta 12870', 'tower/floor/view: montana lantai sedang', 'size: 117 m2', 'bedroom: 3', 'bathroom: 3', 'condition: fully furnished', 'facing: north west', 'facility:', 'lobby yang mewah,', 'swimming pool ( kids, jacuzzi, whirlpool)', 'jogging track', 'tennis basketball court', 'fitness center', 'play ground', 'security 24 jam', 'akses card', 'connect dengan mall kokas', 'jogging track, tennis basketball court, and fitness center', 'additional info:', 'ada banyak akses transportasi umum', 'dekat rumah sakit, perkantoran, sekolah, kedutaan.', 'dikelilingi kedutaan besar: australia,inggris,uni emirat arab,belanda,swiss,dll.', 'pasaran sewa sangat tinggi', 'sudah ajb', 'selling price: 3 m nego']",7 September 2024,9,2024,"FANITA THUNG,ST (PROPNEX KMG)",,,"['https://apollo.olx.co.id/v1/files/66dbb22a21b0b-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22a2337d-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22bb36b4-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22b2f560-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22bded8a-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22cb3ec3-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22caaf91-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22c23999-ID/image', 'https://apollo.olx.co.id/v1/files/66dbb22de9b25-ID/image']","['murah', 'dijual apartemen casa grande residences satu komplek dgn mal kokas.', 'apartment name: casa grande residences', 'location: jl. casablanca raya, mall kota kasablanka, jakarta 12870', 'tower/floor/view: montana lantai sedang', 'size: 117 m2', 'bedroom: 3', 'bathroom: 3', 'condition: fully furnished', 'facing: north west', 'facility:', 'lobby yang mewah,', 'swimming pool ( kids, jacuzzi, whirlpool)', 'jogging track', 'tennis basketball court', 'fitness center', 'play ground', 'security 24 jam', 'akses card', 'connect dengan mall kokas', 'jogging track, tennis basketball court, and fitness center', 'additional info:', 'ada banyak akses transportasi umum', 'dekat rumah sakit, perkantoran, sekolah, kedutaan.', 'dikelilingi kedutaan besar: australia,inggris,uni emirat arab,belanda,swiss,dll.', 'pasaran sewa sangat tinggi', 'sudah ajb', 'selling price: 3 m nego'] ",TARGET_NEW,1.0,0.0,1.0,1.0,1.0,0.0,0.0
https://www.olx.co.id/item/jual-cepat-apart-tengah-kotakampus-mal2-brsiap-huni-tanjung-duren-iid-925417235,925417235,"jual cepat Apart tengah kota,kampus ,Mal,2 BR,siap Huni ,Tanjung Duren",690000000.0,Apartemen,0.0,44.0,2,1,0.0,0.0,0.0,0.0,0,1.0,,,Tanjung Duren,Jakarta Barat,Tanjung Duren,Tanjung Duren,0,0,,"['apartment name: mediterania garden residences 1 location: tanjung duren jakarta barat tower/floor/view: b/ lantai tengah/city view size: 47 m2 bedroom: 2 bathroom: 1 condition: furnished facility: swimming pool fitnes centre sauna jacuzi jogging track akses langsung ke east tunnel additional info: maintenance fee : 19,000/sqm selling price:  contact: aina hny']",6 September 2024,9,2024,Aina Aina,,,"['https://apollo.olx.co.id/v1/files/66da819261f9-ID/image', 'https://apollo.olx.co.id/v1/files/66da81927edc3-ID/image', 'https://apollo.olx.co.id/v1/files/66da8193cf3c7-ID/image', 'https://apollo.olx.co.id/v1/files/66da819329d4-ID/image']","['apartment name: mediterania garden residences 1 location: tanjung duren jakarta barat tower/floor/view: b/ lantai tengah/city view size: 47 m2 bedroom: 2 bathroom: 1 condition: furnished facility: swimming pool fitnes centre sauna jacuzi jogging track akses langsung ke east tunnel additional info: maintenance fee : 19,000/sqm selling price:  contact: aina hny'] ",0.3422600002586182,,,,,,,
https://www.olx.co.id/item/apartemen-casa-grande-di-jakarta-selatan-3-br-furnished-bagus-iid-924817530,924817530,Apartemen Casa Grande di Jakarta Selatan 3 BR Furnished Bagus,3000000000.0,Apartemen,0.0,105.0,3,2,0.0,0.0,0.0,0.0,1,1.0,,,Tebet,Jakarta Selatan,Tebet,Tebet,0,0,,"['apartment name: casa grande residence', 'location: jl. raya casablanca no.kav. 88, rt.16/rw.5, menteng dalam, kec. tebet, kota jakarta selatanselatan', 'size : 105m2', 'bedroom : 3', 'bathroom : 2', 'kondisi : fully furnished di lengkapi dengan ac, tv lcd, perlengkapan dapur, dispenser, lemari pendingin, microwave, kompor gas, mesin cuci dll', 'fasilitas:', '- akses ke mall kota kasablanca', '-kolam renang, kolam renang anak', '- jogging track', '- taman bermain anak', '- fitness center', '- lobi mewah', '- keamanan 24 jam dengan kamera cctv', '- gratis 1 slot parkir', 'harga jual: 3 milliar (nego)', 'hubungi saya untuk info lebih lanjut dan pilihan apartemen lainnya.', 'menerima titip kunci dan memasarkan apartemen di jakarta selatan']",19 September 2024,9,2024,Fika Yuliani,,,"['https://apollo.olx.co.id/v1/files/66eb31a51d66c-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a5737b2-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a615210-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a6d5557-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a65af8f-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a7d6192-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a77dc1d-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a75f64c-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a886f96-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a819620-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a876514-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a9c6984-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a99292b-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31a9e5d7f-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31aabed5b-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31aa25488-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31aadd1df-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31ab543c9-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31ab83f14-ID/image', 'https://apollo.olx.co.id/v1/files/66eb31ab71899-ID/image']","['apartment name: casa grande residence', 'location: jl. raya casablanca no.kav. 88, rt.16/rw.5, menteng dalam, kec. tebet, kota jakarta selatanselatan', 'size : 105m2', 'bedroom : 3', 'bathroom : 2', 'kondisi : fully furnished di lengkapi dengan ac, tv lcd, perlengkapan dapur, dispenser, lemari pendingin, microwave, kompor gas, mesin cuci dll', 'fasilitas:', '- akses ke mall kota kasablanca', '-kolam renang, kolam renang anak', '- jogging track', '- taman bermain anak', '- fitness center', '- lobi mewah', '- keamanan 24 jam dengan kamera cctv', '- gratis 1 slot parkir', 'harga jual: 3 milliar (nego)', 'hubungi saya untuk info lebih lanjut dan pilihan apartemen lainnya.', 'menerima titip kunci dan memasarkan apartemen di jakarta selatan'] ",0.32633468560102075,,,,,,,
https://www.olx.co.id/item/dijual-bu-apartment-gandaria-height-3-br-strategis-unit-jaksel-iid-923511146,923511146,Dijual BU Apartment Gandaria Height 3 BR Strategis Unit JakSel,3200000000.0,Apartemen,0.0,110.0,3,3,0.0,0.0,0.0,0.0,0,1.0,,,Kebayoran Baru,Jakarta Selatan,Kebayoran Baru,Kebayoran Baru,0,0,,"['apartment name: gandaria height', 'location: jl. kh syafii hadzami , gandaria, kebayoran baru, jakarta selatan', 'tower/floor/view: view pool', 'size : 110', 'bedroom: 3', 'bathroom: 3', 'maid room: 1 ( depend on size )', 'maid bathroom: 1 ( depend on size )', 'condition: fully furnished', 'facility:', 'security: 24-hours security, 24-hours cctv, 24-hours concierge with voice messaging sistem to lobby', 'sports: fitness center/gym and yoga corner, tennis court, jogging track around a tropical garden and aerobic space.', 'additional', 'located in the heart of south jakarta and has easy access to pondok indah blok m, sudirman tb simatupang road, senayan permata hijau, scbd', 'selling price : 3.2 billion/ nego', 'cara bayar : hard cash / kpr']",7 September 2024,9,2024,Adil Al Dinauri,,,"['https://apollo.olx.co.id/v1/files/66dbd9ac477e3-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9ac7e6b1-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9ac14148-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9ac5e3d1-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9ad6040b-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9add46c6-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9add24c6-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9ad77487-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9aef258a-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9ae25a30-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9ae84b6b-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9ae7dc84-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9afaa5e0-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9afccc87-ID/image', 'https://apollo.olx.co.id/v1/files/66dbd9afca037-ID/image']","['apartment name: gandaria height', 'location: jl. kh syafii hadzami , gandaria, kebayoran baru, jakarta selatan', 'tower/floor/view: view pool', 'size : 110', 'bedroom: 3', 'bathroom: 3', 'maid room: 1 ( depend on size )', 'maid bathroom: 1 ( depend on size )', 'condition: fully furnished', 'facility:', 'security: 24-hours security, 24-hours cctv, 24-hours concierge with voice messaging sistem to lobby', 'sports: fitness center/gym and yoga corner, tennis court, jogging track around a tropical garden and aerobic space.', 'additional', 'located in the heart of south jakarta and has easy access to pondok indah blok m, sudirman tb simatupang road, senayan permata hijau, scbd', 'selling price : 3.2 billion/ nego', 'cara bayar : hard cash / kpr'] ",0.3195717158095494,,,,,,,
https://www.olx.co.id/item/dijual-apartment-slipi-fully-renovated-owner-langsung-iid-924416839,924416839,"Dijual Apartment Slipi, Fully Renovated, Owner Langsung",1990000000.0,Apartemen,129.0,129.0,2,2,0.0,0.0,0.0,0.0,0,1.0,SHM,"Jl. Letjen S. Parman Kav. 22-24, Slipi, Jakarta Barat, DKI Jakarta",Palmerah,Jakarta Barat,Palmerah,Palmerah,0,1,"['ac', 'swimming pool', 'carport', 'garden', 'pam', 'water heater', 'refrigerator', 'stove', 'microwave']","['dijual apartment slipi, fully renovated, interior mewah, kondisi sangat baik dan terawat, owner langsung tanpa perantara.', 'location :jl. letjen s. parman kav. 22-24, slipi, jakarta barat, dki jakarta', 'tower 1 middle floor, view pool side, balkon hadap timur', 'size : 129 m2, net 110 m2', 'bedroom :2', 'bathroom :2', 'maid room :1', 'maid bathroom :1', 'listrik: 6600 watt', 'facility : fully furnished with very good furniture. parking area, fitness center, swimming pool, jacuzzi and sauna, tennis court, kids play ground, squash court, mini market']",25 August 2024,8,2024,Christiadi Salim,6600.0,Timur,"['https://apollo.olx.co.id/v1/files/66ba1045c83b9-ID/image', 'https://apollo.olx.co.id/v1/files/66ba10456d324-ID/image', 'https://apollo.olx.co.id/v1/files/66ba1045313e9-ID/image', 'https://apollo.olx.co.id/v1/files/66ba1044573e9-ID/image', 'https://apollo.olx.co.id/v1/files/66ba1045dac69-ID/image', 'https://apollo.olx.co.id/v1/files/66ba10454cdb8-ID/image']","['dijual apartment slipi, fully renovated, interior mewah, kondisi sangat baik dan terawat, owner langsung tanpa perantara.', 'location :jl. letjen s. parman kav. 22-24, slipi, jakarta barat, dki jakarta', 'tower 1 middle floor, view pool side, balkon hadap timur', 'size : 129 m2, net 110 m2', 'bedroom :2', 'bathroom :2', 'maid room :1', 'maid bathroom :1', 'listrik: 6600 watt', 'facility : fully furnished with very good furniture. parking area, fitness center, swimming pool, jacuzzi and sauna, tennis court, kids play ground, squash court, mini market'] ['ac', 'swimming pool', 'carport', 'garden', 'pam', 'water heater', 'refrigerator', 'stove', 'microwave']",0.3118878072719644,,,,,,,
https://www.olx.co.id/item/di-jual-cepat-apartmen-transpark-bintaro-iid-924329593,924329593,Di Jual CEPAT Apartmen Transpark Bintaro,630000000.0,Apartemen,0.0,23.0,1,1,0.0,0.0,0.0,0.0,0,1.0,,,Pondok Aren,Tangerang Selatan Kota,Pondok Aren,Pondok Aren,0,0,,"['apartment name: transpark bintaro location: bintaro, tangsel tower/floor/view: chicago tower size: 23 m2 m2 bedroom: 1 (bed 180x200) bathroom: 1 condition: full furnished facility: gym swimming pool kids pool 24 security additional info: tv: digital biasa water heater : ada wifi: ada ( tinggal bayar) selling price: dijual full furnished apartment studio 630 juta (nego)']",7 September 2024,9,2024,Weli Romadona,,,"['https://apollo.olx.co.id/v1/files/66db60a8bf68d-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a85ca56-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a85d16d-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a92d6a-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a9ab900-ID/image', 'https://apollo.olx.co.id/v1/files/66db60a94c044-ID/image', 'https://apollo.olx.co.id/v1/files/66db60aaf1a9f-ID/image', 'https://apollo.olx.co.id/v1/files/66db60ab1cca2-ID/image', 'https://apollo.olx.co.id/v1/files/66db60ab81982-ID/image', 'https://apollo.olx.co.id/v1/files/66db60ac80921-ID/image', 'https://apollo.olx.co.id/v1/files/66db60ac2cf20-ID/image', 'https://apollo.olx.co.id/v1/files/66db60acaac6d-ID/image']","['apartment name: transpark bintaro location: bintaro, tangsel tower/floor/view: chicago tower size: 23 m2 m2 bedroom: 1 (bed 180x200) bathroom: 1 condition: full furnished facility: gym swimming pool kids pool 24 security additional info: tv: digital biasa water heater : ada wifi: ada ( tinggal bayar) selling price: dijual full furnished apartment studio 630 juta (nego)'] ",0.3008091224350512,,,,,,,
https://www.olx.co.id/item/apartemen-u-residence-tower-2-studio-iid-925431492,925431492,Apartemen U Residence Tower 2 Studio,550000000.0,Apartemen,0.0,31.0,1,1,0.0,0.0,0.0,0.0,0,1.0,,,Karawaci,Tangerang Kota,Karawaci,Karawaci,0,0,,"['- apartment name: u residence tower 2', '- location: lippo karawaci, tangerang', '- tower/floor: tower2 / 57', '- size: 35 m2', '- bedroom: 1', '- bathroom: 1', '- condition: fully furnished', '- facility: swimming pool, gym sports station, kids playground, mailbox, function room, lobby lounge, atm bank center, connecting mall, food corner, bus station, 24h security, alarm smoke detector, fire alarm sistem, tempat lempar sampah, tinggi -speed elevator, top penthouse corridor, garden house at 5fl, sky garden jogging track, hypermarket, carrefour, tempat umum lainnya', '- additional info:apartemen u residences dengan konsep hotel bintang 5 yang terletak di jantungnya lippo karawaci, investasi yang baik, hunian nyaman dan aman. dilengkapi banyak fasilitas dan lokasi sangat-sangat strategis 5 menit tol jakarta merak 5 menit ke uph 5 menit ke rumah sakit siloam 1 menit ke supermal karawaci']",6 September 2024,9,2024,Harnov Property,,,"['https://apollo.olx.co.id/v1/files/66dacec5e45b6-ID/image', 'https://apollo.olx.co.id/v1/files/66dacec5d0428-ID/image', 'https://apollo.olx.co.id/v1/files/66dacec625f8e-ID/image', 'https://apollo.olx.co.id/v1/files/66dacec67afdc-ID/image']","['- apartment name: u residence tower 2', '- location: lippo karawaci, tangerang', '- tower/floor: tower2 / 57', '- size: 35 m2', '- bedroom: 1', '- bathroom: 1', '- condition: fully furnished', '- facility: swimming pool, gym sports station, kids playground, mailbox, function room, lobby lounge, atm bank center, connecting mall, food corner, bus station, 24h security, alarm smoke detector, fire alarm sistem, tempat lempar sampah, tinggi -speed elevator, top penthouse corridor, garden house at 5fl, sky garden jogging track, hypermarket, carrefour, tempat umum lainnya', '- additional info:apartemen u residences dengan konsep hotel bintang 5 yang terletak di jantungnya lippo karawaci, investasi yang baik, hunian nyaman dan aman. dilengkapi banyak fasilitas dan lokasi sangat-sangat strategis 5 menit tol jakarta merak 5 menit ke uph 5 menit ke rumah sakit siloam 1 menit ke supermal karawaci'] ",0.29417931987450346,,,,,,,
https://www.olx.co.id/item/jual-murah-dan-cepat-apartemen-signature-park-grande-2-bedroom-jakarta-iid-922886000,922886000,Jual Murah dan Cepat Apartemen Signature Park Grande 2 Bedroom Jakarta,850000000.0,Apartemen,43.0,37.0,2,1,0.0,0.0,0.0,0.0,0,1.0,SHM,"Apartemen Signature Park Grande, Jl. MT Haryono Kav. 20, Cawang - Jakarta Timur",Kramat Jati,Jakarta Timur,Kramat Jati,Kramat Jati,0,1,"['swimming pool', 'ac', 'carport', 'pam', 'water heater']","['jual murah dan cepat (bu)', 'apartment name: signature park grande', 'location: mt haryono kav. 20, cawang – jakarta timur', 'tower/floor/view: green / tc 03/01/ hoek, viewcity', 'size: 43,88 m2 ( luas semi gross', '36,57m2 ( luas net)', 'bedroom: 2', 'bathroom: 1', 'condition: furnished', 'selling price: rp 850 mio(nego)selling bellow market price, bu, jual cepat!', 'contact: no hp / wa di:(62)822 9866 3388', 'facility: cctv, 24-hours security, access card, leisure outdoor swimming pool, kiddy pool, poolside bar, fitness/aerobic/ gym center , sauna and spa, children playground, tropical garden, jogging track, gazebo, bbq area, atm center, cafe and resto, minimarket, commercial area, swimming pool area, whirlpool, sunset lounge, mini lombard street with blossom garden, mini urban water park, romantic altar, dan multi function room, parking with 3 level basement.', 'additional info: signature park grande with :', '* the best price', '* the best location', '* the best investment', 'unit apartemen premium class dengan view hoek view pool city , siap huni , fully furnished dan lokasi sangat strategis yang dilengkapi fasilitas bintang 5', 'keunggulan dan benefit apartemen :', 'o berada di hoek jalan besar dan lokasi sangat strategis', 'o potensi prospek untuk investasi expatriat dan local market', 'o memiliki luas kawasan 4,4 ha dengan future development berupa komersial lifestyle area.', 'o shm strata titlle', 'o area parkir yang memadai bebas banjir', 'o dekat dengan pusat perkantoran dan pusat perbelanjaan']",6 September 2024,9,2024,Claudia Angela,,,"['https://apollo.olx.co.id/v1/files/668bbc5fefcca-ID/image', 'https://apollo.olx.co.id/v1/files/668bbc5f44fa7-ID/image', 'https://apollo.olx.co.id/v1/files/668bbc5f8be93-ID/image', 'https://apollo.olx.co.id/v1/files/668bbc5fb4830-ID/image', 'https://apollo.olx.co.id/v1/files/668bbc5f86970-ID/image', 'https://apollo.olx.co.id/v1/files/668bbc5f32ee3-ID/image', 'https://apollo.olx.co.id/v1/files/668bbc5f5abdc-ID/image', 'https://apollo.olx.co.id/v1/files/668bbc5f20753-ID/image', 'https://apollo.olx.co.id/v1/files/668bbc5f7224e-ID/image']","['jual murah dan cepat (bu)', 'apartment name: signature park grande', 'location: mt haryono kav. 20, cawang – jakarta timur', 'tower/floor/view: green / tc 03/01/ hoek, viewcity', 'size: 43,88 m2 ( luas semi gross', '36,57m2 ( luas net)', 'bedroom: 2', 'bathroom: 1', 'condition: furnished', 'selling price: rp 850 mio(nego)selling bellow market price, bu, jual cepat!', 'contact: no hp / wa di:(62)822 9866 3388', 'facility: cctv, 24-hours security, access card, leisure outdoor swimming pool, kiddy pool, poolside bar, fitness/aerobic/ gym center , sauna and spa, children playground, tropical garden, jogging track, gazebo, bbq area, atm center, cafe and resto, minimarket, commercial area, swimming pool area, whirlpool, sunset lounge, mini lombard street with blossom garden, mini urban water park, romantic altar, dan multi function room, parking with 3 level basement.', 'additional info: signature park grande with :', '* the best price', '* the best location', '* the best investment', 'unit apartemen premium class dengan view hoek view pool city , siap huni , fully furnished dan lokasi sangat strategis yang dilengkapi fasilitas bintang 5', 'keunggulan dan benefit apartemen :', 'o berada di hoek jalan besar dan lokasi sangat strategis', 'o potensi prospek untuk investasi expatriat dan local market', 'o memiliki luas kawasan 4,4 ha dengan future development berupa komersial lifestyle area.', 'o shm strata titlle', 'o area parkir yang memadai bebas banjir', 'o dekat dengan pusat perkantoran dan pusat perbelanjaan'] ['swimming pool', 'ac', 'carport', 'pam', 'water heater']",0.2920931780644789,,,,,,,
https://www.olx.co.id/item/dijual-asthana-kemang-apartemen-iid-917173360,917173360,dijual asthana kemang apartemen,1300000000.0,Apartemen,0.0,32.0,1,1,0.0,0.0,0.0,0.0,0,1.0,,,Kemang,Jakarta Selatan,Kemang,Kemang,0,0,,"['jual apartemen asthana kemang residences jakarta selatan 1br, 2br 3br unfurnish', 'apartment name: asthana kemang', 'location: jl. ampera raya no.1a 5, rt.5/rw.6, cilandak timur, pasar minggu, jakarta selatan 12550', 'tower/floor/view: random / primary', 'size: 32 107 m2', 'bedroom: 1, 2 3', 'bathroom: 1 2', 'study room: 1', 'maid bathroom: 1', 'condition: unfurnish', 'facility:', 'olympic size pool', 'children pool', 'gym centre', 'tennis court', 'sky garden', 'jogging track', 'function room', 'additional info:', 'promo rental guarantee for 2 years or 16%', 'strategic location (between cbd simatupang cbd sudirman)', '10 min to toll mampang', 'lifestyle area pasren asthana', 'handover end of 2024', 'selling price: 1,5 m 5,5 m ( include ppn )', 'rental price: 7 mio / month 30 mio / month']",1 September 2024,9,2024,Artha Property Jakarta,,,"['https://apollo.olx.co.id/v1/files/66d3d4c56ab7e-ID/image', 'https://apollo.olx.co.id/v1/files/66d3d4c5b28ac-ID/image', 'https://apollo.olx.co.id/v1/files/66d3d4c5d05b1-ID/image', 'https://apollo.olx.co.id/v1/files/66d3d4c6257d5-ID/image', 'https://apollo.olx.co.id/v1/files/66d3d4c6395ed-ID/image', 'https://apollo.olx.co.id/v1/files/66d3d4c6434db-ID/image', 'https://apollo.olx.co.id/v1/files/66d3d4c7ba692-ID/image', 'https://apollo.olx.co.id/v1/files/66d3d4c780b73-ID/image', 'https://apollo.olx.co.id/v1/files/66d3d4c782582-ID/image', 'https://apollo.olx.co.id/v1/files/66d3d4c7cb7c-ID/image', 'https://apollo.olx.co.id/v1/files/66d3d4c853756-ID/image']","['jual apartemen asthana kemang residences jakarta selatan 1br, 2br 3br unfurnish', 'apartment name: asthana kemang', 'location: jl. ampera raya no.1a 5, rt.5/rw.6, cilandak timur, pasar minggu, jakarta selatan 12550', 'tower/floor/view: random / primary', 'size: 32 107 m2', 'bedroom: 1, 2 3', 'bathroom: 1 2', 'study room: 1', 'maid bathroom: 1', 'condition: unfurnish', 'facility:', 'olympic size pool', 'children pool', 'gym centre', 'tennis court', 'sky garden', 'jogging track', 'function room', 'additional info:', 'promo rental guarantee for 2 years or 16%', 'strategic location (between cbd simatupang cbd sudirman)', '10 min to toll mampang', 'lifestyle area pasren asthana', 'handover end of 2024', 'selling price: 1,5 m 5,5 m ( include ppn )', 'rental price: 7 mio / month 30 mio / month'] ",0.2876175601866313,,,,,,,
