url,ads_id,title,price,type,land_area,building_area,bedrooms,bathrooms,maid_bedrooms,maid_bathrooms,ruang_tamu,ruang_makan,additional_rooms,floors,certificate,address,address_road,address_city,address_district,address_subdistrict,garage_capacity,carport_capacity,facilities,description,posting_date,posting_date_month,posting_date_year,poster,electricity_capacity,house_orientation,image_url
https://www.olx.co.id/item/dijual-rumah-aruba-villa-pakuwon-city-new-minimalis-iid-932353744,932353744,DIJUAL RUMAH ARUBA VILLA PAKUWON CITY - NEW - MINIMALIS,2300000000,Rumah,72,110,3,3,0,0,0,0,0,2,,MULYOREJO,Mulyorejo,Surabaya Kota,Mulyorejo,Mulyorejo,0,2,"['AC', 'Carport', 'Garden', 'PAM', 'Stove', 'Gordyn']","['DIJUAL', 'Rumah Aruba Villa Pakuwon City', 'NEW MINIMALIS', 'Dimensi: 6x12', 'LT : 72 m²', 'LB : 110 m²', 'Tingkat : 2', 'KT : 3 ( 1 bawah, 2 atas )', 'KM : 3 ( 2 KM dalam atas )', 'Hadap : selatan', 'Carport : 2 mobil', 'Smart lock', 'AC : 3', 'Harga : 2.3 M', 'xyauf']",11 March 2025,3,2025,Irwani,,Selatan,['https://apollo.olx.co.id/v1/files/67cfc289cfe7c-ID/image']
https://www.olx.co.id/item/jual-apartemen-pavilion-permata-blkg-mcdonald-mayjend-sungkono-iid-929305771,929305771,jual apartemen pavilion permata blkg McDonald mayjend Sungkono,200000000,Apartemen,0,25,1,1,0,0,0,0,0,15,,,Dukuh Pakis,Surabaya Kota,Dukuh Pakis,Dukuh Pakis,0,0,,"['Dijual apartemen pavilion permata tower 2 belakang McDonald mayjend Sungkono dan masuk dari golden city mall surabaya barat.', 'Type studio furnished', 'Luas semigross 25m2', 'Daya listrik 1.300 watt token', 'PDAM', 'Hadap barat', 'Ppjb', 'Harga jual Rp 200jt nego', ""Dijual apartemen pavilion permata tower 2 belakang McDonald's mayjend sungkono dan masuk dari Golden City mall Surabaya barat"", 'Type studio furnished', 'Luas semigros 25m2', 'Daya listrik 1.300 watt token', 'PDAM', 'Hadap barat', 'PPJB', 'Harga jual Rp 200jt nego', 'Untuk info lebih lanjut hubungi Christine']",12 March 2025,3,2025,Christine anggraini,1300,Barat,"['https://apollo.olx.co.id/v1/files/67d15208c78c6-ID/image', 'https://apollo.olx.co.id/v1/files/67d152089078e-ID/image', 'https://apollo.olx.co.id/v1/files/67d15209b0881-ID/image', 'https://apollo.olx.co.id/v1/files/67d152090b423-ID/image', 'https://apollo.olx.co.id/v1/files/67d152091f013-ID/image', 'https://apollo.olx.co.id/v1/files/67d1520a9c38c-ID/image', 'https://apollo.olx.co.id/v1/files/67d1520a5d1ce-ID/image', 'https://apollo.olx.co.id/v1/files/67d1520aca5fb-ID/image']"
https://www.olx.co.id/item/dijual-rumah-murah-kendangsari-surabaya-iid-931467920,931467920,DIJUAL RUMAH MURAH KENDANGSARI SURABAYA‼️,165000000,Rumah,18,18.0,1,1,0,0,0,0,0,1,,,Tenggilis Mejoyo,Surabaya Kota,Tenggilis Mejoyo,Tenggilis Mejoyo,0,0,,['DIJUAL RUMAH MURAH KENDANGSARI SURABAYA rumah baru bangunan 1 lantai luas bangunan 18m2 sertifikat terima SHM lokasi sangat strategis inden 1-2 bulan saja harga: 165jt Nego hanya tersedia 2 unit saja! minat? hubungi whatsapp'],17 February 2025,2,2025,jordanfathoni talib,,,['https://apollo.olx.co.id/v1/files/67b2d8a16b79f-ID/image']
https://www.olx.co.id/item/dijual-rumah-hitung-tanah-darmo-permai-timur-iid-932352870,932352870,"Dijual Rumah hitung tanah, Darmo Permai Timur",3500000000,Rumah,288,120,3,1,0,0,0,0,0,1,SHM,Darmo Permai Timur,Raya Darmo,Surabaya Kota,Raya Darmo,Raya Darmo,0,0,,"['Dijual Rumah hitung tanah, Darmo Permai Timur', '* Lt : 288 M2 (12 x 24)', '* Lb : 120 M2', '* Kt : 3 + 1', '* Km : 1 + 1', '* PLN : 3.500 Watt', '* Hadap : Barat', '* SHM', '* Row jln : 2 mbl', '* Ada 1 water heather Electrolux', '* Ada 3 unit AC', 'Harga : 3,5 M, Nego', 'Fenny M - XMEC', '0818326449']",11 March 2025,3,2025,Xavier Marks Epicentrum,3500,Barat,"['https://apollo.olx.co.id/v1/files/67cfbe2b0ba5d-ID/image', 'https://apollo.olx.co.id/v1/files/67cfbe2b9341a-ID/image', 'https://apollo.olx.co.id/v1/files/67cfbe2ba70d3-ID/image', 'https://apollo.olx.co.id/v1/files/67cfbe2b517b7-ID/image', 'https://apollo.olx.co.id/v1/files/67cfbe2bd28ed-ID/image', 'https://apollo.olx.co.id/v1/files/67cfbe2a06181-ID/image', 'https://apollo.olx.co.id/v1/files/67cfbe2ae9f97-ID/image', 'https://apollo.olx.co.id/v1/files/67cfbe2bf2371-ID/image', 'https://apollo.olx.co.id/v1/files/67cfbe2b988d6-ID/image']"
https://www.olx.co.id/item/dijual-rumah-stamford-place-citraland-surabaya-iid-932353678,932353678,Dijual Rumah Stamford Place Citraland Surabaya,5800000000,Rumah,264,315,4,3,0,1,0,0,0,2,,Stamford Place Citraland Surabaya,HR Muhammad,Surabaya Kota,HR Muhammad,HR Muhammad,1,1,AC,"['Dijual Rumah Stamford Place Citraland Surabaya', 'Luas Tanah 264 M² (12×22)', 'Luas Bangunan 315 M² (2 lantai)', '4 Kamar Tidur + 1 Kamar Tidur Pembantu', '3 Kamar Mandi + 1 Kamar Mandi Pembantu', 'Hadap Selatan', 'Listrik 4400 W', 'Sertifikat Hak Guna Bangunan (SHGB)', 'Row Jalan 10 meter ( 3 Mobil)', 'Ada Carport, Garasi', 'Hadap Selatan', 'Full Furnish', 'Harga Rp 5.800.000.000,-', 'Hubungi :', 'Jerry Njoo', 'Xavier Marks Epicentrum', '0819867273']",11 March 2025,3,2025,Jerry Njoo,4400,Selatan,"['https://apollo.olx.co.id/v1/files/67cfc256d3d7a-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc25761331-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc2586dd42-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc258208bc-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc25718f78-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc257a3eca-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc25726a4c-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc2577628e-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc2575b8e9-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc257b5884-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc257c8324-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc2570c5e7-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc257f09a0-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc256d78be-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc25737b9e-ID/image', 'https://apollo.olx.co.id/v1/files/67cfc2572e7df-ID/image']"
https://www.olx.co.id/item/jual-rumah-mewah-di-araya-galaxy-bumi-permai-surabaya-iid-927377018,927377018,Jual Rumah Mewah di Araya Galaxy Bumi Permai Surabaya,9000000000,Rumah,375,500,5,2,0,0,0,0,0,2,,,Mulyorejo,Surabaya Kota,Mulyorejo,Mulyorejo,2,2,,"['DIJUAL CEPAT', 'Rumah Mewah Araya', 'Galaxy Bumi Permai - Surabaya Timur', 'Bangunan Full Marmer dan Kayu Jati', 'Dimensi: 15 x 25', 'Luas tanah: 375 m', 'Luas bangunan: 500 m', '2 lantai', 'Kamar tidur: 5 + 1', 'Kamar mandi: 2 + 1', 'PLN 7700 Watt', 'SHM', 'Hadap Timur', 'Taman', 'Carport 2 Mobil', 'Garasi 2 Mobil', 'Row 2.5 mobil', '+ Semi Furnish AC 8 Unit', '+ Air Panas Tenaga Matahari 1 Unit', 'Harga 9M nego', 'Notabene: Silahkan FOLLOW kita dulu ya dan LIKE Produk ini untuk Dapatkan Update Terbaru. Xie Xie Makasih.']",11 March 2025,3,2025,Dwi Harry,7700,Timur,"['https://apollo.olx.co.id/v1/files/67cfe71f514d9-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe71f1c232-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe720aeaa1-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe72098c60-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe720433bf-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe7211314d-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe721e1fc9-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe721cb8a6-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe72250fde-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe7220c13f-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe7227eda2-ID/image']"
https://www.olx.co.id/item/diskon-750jt-ada-kolam-renang-jual-rumah-petemon-sawahan-surabaya-iid-927016831,927016831,Diskon 750jt Ada Kolam Renang Jual Rumah Petemon Sawahan Surabaya,3250000000,Rumah,246,404,6,4,0,0,0,0,0,2,,,Sawahan,Surabaya Kota,Sawahan,Sawahan,2,2,,"['DIJUAL CEPAT', 'Rumah Classic Bagus Siap Huni di Petemon', 'Sawahan Surabaya', 'Dimensi: 8.5 x 29', 'Luas tanah: 246 m', 'Luas bangunan: 404 m', '2 lantai', 'Kamar tidur: 6', 'Kamar mandi: 4', 'PLN 3500 Watt', 'SHM', 'Hadap Selatan', 'Taman depan belakang', 'Kolam Ikan Koi', 'Carport 2', 'Garasi 2', 'Row 2.5 mobil', 'Kolam Renang', 'Cocok untuk:', '+ Hunian Pribadi', '+ Rumah Kost', '+ Kantor / Office', 'Perabot yg ditinggal:', '- Alat gym', '- 4 tv 42 in', '- 1 tv 60in', '- AC setiap Kamar', '- Springbed', '- Lemari baju', '- Sofa', '- Bufet TV', 'Harga 4M - 3.85M nego', 'Turun lagi 3.25M', 'Notabene: Silahkan FOLLOW kita dulu ya dan LIKE Produk ini untuk Dapatkan Update Terbaru. Xie Xie Makasih.']",11 March 2025,3,2025,Dwi Harry,3500,Selatan,"['https://apollo.olx.co.id/v1/files/67cfe8991cab3-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe8992fded-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89ab105f-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89a2fbd2-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89a74f60-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89b6564b-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89bb9760-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89b04306-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89c06bce-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89c9d06b-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89c744d0-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89db66af-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89dcd2b4-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89d45a2f-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89e03bcd-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89e13fe1-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89fbaf55-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89f86bc5-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe89fd9647-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe8a0264dc-ID/image']"
https://www.olx.co.id/item/rumah-taman-mutiara-minimalis-siap-huni-pakuwon-city-iid-932353480,932353480,Rumah Taman Mutiara Minimalis Siap Huni Pakuwon City,1650000000,Rumah,90,65,2,1,0,0,0,0,0,1,,,Mulyorejo,Surabaya Kota,Mulyorejo,Mulyorejo,0,0,,"['Rumah Taman Mutiara Pakuwon City', 'MINIMALIS SIAP HUNI', 'Dimensi: 6x15', 'LT: 90', 'LB: 65', 'Tingkat: 1', 'KT: 2+1', 'KM: 1+1', 'Hadap: selatan', 'Sertifikat: shm', 'Harga: 1.65m']",11 March 2025,3,2025,Tomy Wijaya,,Selatan,['https://apollo.olx.co.id/v1/files/67cfe723d5656-ID/image']
https://www.olx.co.id/item/mewah-murah-rumah-di-seruni-ketabang-surabaya-dkt-tunjungan-genteng-iid-921089230,921089230,Mewah Murah Rumah di Seruni ketabang Surabaya dkt Tunjungan Genteng,11000000000,Rumah,457,700,5,4,0,0,0,0,0,2,,,Genteng,Surabaya Kota,Genteng,Genteng,1,1,,"['DIJUAL CEPAT', 'Rumah Mewah Jalan SERUNI', 'Ketabang - Surabaya', '- Kondisi Baik Sangat terawat', '- Appraisal Bank 17M', '- FURNITURE SILAHKAN AMBIL SEMUA', 'Luas tanah: 457 m', 'Luas bangunan: 700 m', '2 lantai', 'Kamar tidur: 5', 'Kamar mandi: 4', 'PLN 6600 Watt', 'SHM', 'HOOK', 'Taman', 'Carport', 'Garasi', 'Row 3 mobil', 'Harga 15M nego', 'Turun hrg 11M nego', '( Murah Appraisal 17m )', '(A2.60953)', 'Notabene: Silahkan FOLLOW kita dulu ya dan LIKE Produk ini untuk Dapatkan Update Terbaru. Xie Xie Makasih.']",11 March 2025,3,2025,Dwi Harry,6600,,"['https://apollo.olx.co.id/v1/files/67cfe7473f3d4-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe7477d05e-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe747e3b24-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe7481d9df-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe748013fc-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe7498dbb0-ID/image']"
https://www.olx.co.id/item/harga-1m-an-saja-rumah-griya-asri-pakuwon-city-iid-932353565,932353565,Harga 1M an Saja Rumah Griya Asri Pakuwon City,1950000000,Rumah,78,60,1,1,0,0,0,0,0,1,,,Mulyorejo,Surabaya Kota,Mulyorejo,Mulyorejo,0,0,,"['Harga 1M an saja', 'Dijual rumah cantik di GRIYA ASRI, PAKUWON CITY', 'Konsep modern compact house, cocok untuk mahasiswa/pelajar', 'LT 78m2 (6x13)', 'LB 60m2', '1 suite master bedroom dengan kamar mandi dalam', 'New Furnished mewah lengkap tinggal bawa koper', 'SHM', 'Selatan', '1 Menit ke Pakuwon City Mall', '1 Menit Ke Gloria School', '1 Menit Ke Xin Zhong School', '1 Menit ke Al Azhar School', '1 Menit ke Cita Hati School', '9 menit ke ITS', 'Dekat Papaya Supermarket', 'Dekat Hokky Supermarket', 'Harga 1,95 M', 'Dekat Mulyosari Rungkut Manyar Pakuwon City Kenjeran Murah Minimalis Baru Tunjungan Nirwana Araya Merr Surabaya Timur', '(AMT)']",11 March 2025,3,2025,Devy ferra,,,"['https://apollo.olx.co.id/v1/files/67cfe7a64c2ef-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe7a6349c7-ID/image', 'https://apollo.olx.co.id/v1/files/67cfe7a6651b3-ID/image']"
